id,age_in_years,neighbourhood,beds,daily_rev_per_2_guests,review_scores_rating,total_rev
4610594,3.22,Centrum-Oost,4,285,95,6840
3817247,3.22,Centrum-Oost,1,110,87,1320
2873892,3.22,De Baarsjes - Oud-West,1,60,80,120
3270897,3.22,Centrum-Oost,1,125,95,5250
3569666,3.22,Bos en Lommer,1,75,90,600
2885001,3.22,De Pijp - Rivierenbuurt,1,53,91,9222
2878510,3.22,De Baarsjes - Oud-West,4,330,98,41580
2878477,3.22,De Baarsjes - Oud-West,1,139,95,7784
4372979,3.22,De Pijp - Rivierenbuurt,1,80,85,1920
2880025,3.22,Zuid,2,100,96,10000
4078976,3.22,Bos en Lommer,2,49,97,1764
3523197,3.22,De Baarsjes - Oud-West,1,104,100,2496
3497900,3.22,De Baarsjes - Oud-West,5,375,80,3000
4858869,3.22,De Pijp - Rivierenbuurt,1,70,87,420
2888202,3.22,Noord-West,2,95,95,760
3265941,3.21,Oud-Oost,1,90,93,4140
2891251,3.21,De Pijp - Rivierenbuurt,1,96,100,1152
2891805,3.21,Westerpark,1,100,97,2400
2900294,3.21,De Baarsjes - Oud-West,1,150,100,3000
2894440,3.21,Centrum-West,7,245,97,11760
2895373,3.21,Oostelijk Havengebied - Indische Buurt,1,80,85,640
4765803,3.21,De Pijp - Rivierenbuurt,3,250,100,5000
3205440,3.21,De Baarsjes - Oud-West,1,85,100,340
2928621,3.21,Zuid,1,65,82,30420
2903221,3.21,Bos en Lommer,4,190,93,2660
4374126,3.21,Oud-Oost,1,120,100,2160
3568357,3.21,Noord-West,2,80,91,2880
2905301,3.21,De Baarsjes - Oud-West,2,175,97,25200
2994502,3.21,De Baarsjes - Oud-West,1,115,96,5060
2910674,3.21,Noord-West,4,175,100,700
4115211,3.21,De Baarsjes - Oud-West,1,75,88,12150
2911539,3.21,De Baarsjes - Oud-West,1,90,93,3780
3341218,3.21,Oostelijk Havengebied - Indische Buurt,3,120,94,14880
2912263,3.21,De Baarsjes - Oud-West,1,95,80,2660
2914616,3.21,De Pijp - Rivierenbuurt,2,85,100,1530
2991292,3.21,De Pijp - Rivierenbuurt,2,110,87,14080
2916063,3.21,De Baarsjes - Oud-West,1,99,98,7128
2954775,3.21,Bos en Lommer,1,75,84,1350
4708117,3.21,De Baarsjes - Oud-West,2,59,97,7080
2921235,3.2,De Pijp - Rivierenbuurt,1,58,93,1392
2921938,3.2,De Baarsjes - Oud-West,3,139,90,1112
2922214,3.2,Centrum-West,1,170,100,15300
2985352,3.2,Centrum-West,1,198,99,16632
3665423,3.2,Bos en Lommer,3,99,100,1782
3108742,3.2,Centrum-West,2,240,93,3840
3063780,3.2,Centrum-West,1,119,86,2380
3567547,3.2,Centrum-West,1,100,84,10200
3055556,3.2,De Baarsjes - Oud-West,10,675,100,9450
2930669,3.2,De Pijp - Rivierenbuurt,2,100,90,1600
3955896,3.2,De Baarsjes - Oud-West,1,125,96,1250
2985602,3.2,Centrum-Oost,3,135,100,2430
5151303,3.2,Bos en Lommer,1,115,80,690
2937740,3.2,Oostelijk Havengebied - Indische Buurt,1,90,94,2340
2944508,3.2,Zuid,1,85,98,1870
2945732,3.2,Zuid,1,85,96,2550
4735860,3.2,De Pijp - Rivierenbuurt,1,140,80,840
3154634,3.2,Centrum-Oost,2,120,93,2160
2947213,3.2,De Pijp - Rivierenbuurt,1,115,100,1380
3249154,3.2,Noord-West,2,80,87,2880
3238073,3.19,De Pijp - Rivierenbuurt,6,250,90,4000
3048137,3.19,Westerpark,2,80,90,1920
2953028,3.19,De Pijp - Rivierenbuurt,1,82,92,5248
2956140,3.19,De Pijp - Rivierenbuurt,2,80,91,11840
3004883,3.19,Westerpark,4,150,87,2400
2957820,3.19,Westerpark,3,149,92,7152
4497520,3.19,Oud-Oost,1,55,80,440
2960672,3.19,De Baarsjes - Oud-West,1,100,98,6400
2962553,3.19,Zuid,2,125,97,6500
2963520,3.19,Centrum-Oost,2,119,95,7854
2964668,3.19,Centrum-West,4,160,90,3840
3379374,3.19,Oud-Oost,2,230,96,4600
3269847,3.19,De Pijp - Rivierenbuurt,2,115,100,1150
2974255,3.19,De Pijp - Rivierenbuurt,1,100,92,4000
2975105,3.19,Bos en Lommer,1,75,91,2100
2977065,3.19,Centrum-West,1,250,93,10500
2977541,3.19,Watergraafsmeer,4,95,95,3040
3174970,3.19,De Baarsjes - Oud-West,4,89,90,14952
3217966,3.19,De Baarsjes - Oud-West,2,80,90,11680
2982044,3.19,Centrum-West,3,295,97,12390
5302993,3.19,De Baarsjes - Oud-West,1,120,80,240
2983689,3.19,Westerpark,1,129,100,516
3236227,3.19,Oostelijk Havengebied - Indische Buurt,1,90,91,8640
2986776,3.19,Centrum-Oost,3,299,93,3588
2986582,3.19,Westerpark,2,125,92,9000
2987129,3.19,De Pijp - Rivierenbuurt,2,90,100,360
3652954,3.18,Zuid,1,160,100,1280
2995257,3.18,De Pijp - Rivierenbuurt,1,85,100,680
3267105,3.18,Zuid,1,135,86,10800
3005180,3.18,De Pijp - Rivierenbuurt,5,210,100,5040
3003987,3.18,Centrum-Oost,1,80,97,17600
3007461,3.18,Oostelijk Havengebied - Indische Buurt,1,98,98,6272
3008108,3.18,Watergraafsmeer,1,100,100,2000
3009232,3.18,De Baarsjes - Oud-West,2,99,93,4752
3014233,3.17,Zuid,2,124,73,2728
3015253,3.17,Centrum-West,2,198,100,16632
3015351,3.17,Zuid,2,150,100,1200
3702856,3.17,De Baarsjes - Oud-West,2,75,95,1500
3016131,3.17,Zuid,1,115,100,920
3017022,3.17,Centrum-Oost,2,79,96,10744
5390428,3.17,Centrum-Oost,2,79,100,2212
3019830,3.17,IJburg - Zeeburgereiland,2,110,100,880
3394244,3.17,Centrum-Oost,2,130,99,8320
3025422,3.17,De Pijp - Rivierenbuurt,1,85,97,1190
3027404,3.17,De Baarsjes - Oud-West,1,60,94,360
3113368,3.17,Oud-Noord,2,125,93,3750
3029248,3.17,Bos en Lommer,1,60,92,2160
3031439,3.17,Westerpark,2,140,98,5040
3037184,3.17,Westerpark,1,150,100,3600
3036290,3.17,Westerpark,1,70,93,4760
4845712,3.17,Zuid,1,80,80,1120
3037294,3.17,De Baarsjes - Oud-West,2,99,100,1782
4757976,3.17,Zuid,1,84,100,2016
3920138,3.17,Centrum-West,4,150,100,9000
3040374,3.17,Westerpark,1,78,85,14976
3040589,3.17,Centrum-West,1,84,100,1680
3040881,3.17,Zuid,4,165,90,2640
3040900,3.17,De Baarsjes - Oud-West,2,100,90,1600
3203788,3.17,Zuid,1,89,100,2670
4467921,3.17,Zuid,1,55,100,220
3331953,3.17,Westerpark,3,164,90,42312
1181668,3.17,Westerpark,2,131,98,10218
1159204,3.17,Westerpark,1,55,94,20130
3093087,3.16,Centrum-West,4,170,94,3400
3145732,3.16,Centrum-Oost,1,130,84,2600
5224443,3.16,De Baarsjes - Oud-West,1,75,70,900
3065671,3.16,De Pijp - Rivierenbuurt,1,124,87,2728
3067783,3.16,De Baarsjes - Oud-West,1,58,93,4756
3070863,3.16,Oostelijk Havengebied - Indische Buurt,1,75,96,3150
3076872,3.16,Zuid,4,180,80,720
3077899,3.16,Centrum-Oost,5,139,95,3336
3086908,3.15,Centrum-West,1,110,100,3960
3087199,3.15,De Pijp - Rivierenbuurt,1,100,100,5200
3087867,3.15,De Baarsjes - Oud-West,3,150,93,3600
3088184,3.15,De Baarsjes - Oud-West,1,99,100,2772
3090026,3.15,Oud-Noord,2,69,90,1656
3091882,3.15,De Pijp - Rivierenbuurt,1,150,100,3000
3092424,3.15,Zuid,1,100,95,1000
3098068,3.15,Centrum-Oost,1,70,89,4760
3097527,3.15,Centrum-West,3,125,72,3500
3099266,3.15,IJburg - Zeeburgereiland,2,105,95,7980
4022370,3.15,De Baarsjes - Oud-West,1,82,100,492
3845828,3.15,De Baarsjes - Oud-West,1,100,96,3000
4537862,3.15,Westerpark,1,75,100,450
4556287,3.15,De Baarsjes - Oud-West,1,108,84,1080
3107999,3.15,Centrum-West,1,130,100,780
3109879,3.15,De Baarsjes - Oud-West,2,100,96,2000
4195000,3.15,Centrum-Oost,2,100,87,1200
3142247,3.15,Centrum-West,1,120,98,5280
3111787,3.15,Centrum-West,1,120,96,16800
4216576,3.15,Oud-Noord,5,200,100,1600
3113878,3.15,Noord-West,4,85,94,5950
4043626,3.15,Centrum-Oost,1,100,84,2000
3115135,3.15,Centrum-West,2,120,87,15840
3178221,3.14,De Pijp - Rivierenbuurt,1,99,98,4752
3122759,3.14,Noord-West,4,125,100,1500
3126957,3.14,Zuid,4,200,90,27600
5623410,3.14,Bos en Lommer,1,50,100,600
3129198,3.14,Centrum-West,1,225,98,13500
3130145,3.14,De Baarsjes - Oud-West,2,62,94,8928
3134472,3.14,Zuid,1,114,97,4788
3141006,3.14,Oud-Noord,2,100,80,1000
3135926,3.14,De Pijp - Rivierenbuurt,1,80,80,160
3189044,3.14,Zuid,2,86,96,10320
3136050,3.14,De Pijp - Rivierenbuurt,2,60,93,3840
3142543,3.14,Centrum-Oost,4,150,96,3600
3142766,3.14,Centrum-West,1,90,93,4320
4061996,3.14,Zuid,1,124,100,2480
4981487,3.14,Osdorp,1,55,97,1430
3896322,3.13,Oud-Noord,2,89,100,1602
3149979,3.13,Geuzenveld - Slotermeer,1,95,100,950
3179669,3.13,Centrum-West,2,190,100,6080
3150413,3.13,Centrum-West,1,100,92,8400
3150587,3.13,Centrum-West,1,120,98,3840
5099206,3.13,Westerpark,2,105,90,840
3150605,3.13,Westerpark,1,110,100,880
4470170,3.13,Centrum-Oost,3,295,100,2360
3151327,3.13,De Pijp - Rivierenbuurt,1,75,90,3600
3153836,3.13,Zuid,1,100,96,2000
3172072,3.13,Zuid,1,70,100,140
3159712,3.13,De Pijp - Rivierenbuurt,1,250,95,4000
3755647,3.13,Westerpark,1,105,83,3780
3234328,3.13,Watergraafsmeer,1,92,100,552
3854814,3.13,De Pijp - Rivierenbuurt,4,190,100,3040
4303461,3.13,Oostelijk Havengebied - Indische Buurt,4,125,100,1250
3167581,3.13,Bos en Lommer,1,75,95,2400
3169246,3.13,Oud-Oost,2,160,96,20160
3170422,3.13,Westerpark,1,89,94,3738
5416966,3.13,Oostelijk Havengebied - Indische Buurt,3,130,90,520
3179688,3.13,Buitenveldert - Zuidas,2,90,87,2160
3176455,3.13,Zuid,3,50,96,3300
3178084,3.13,De Pijp - Rivierenbuurt,3,169,50,2028
3178532,3.13,Zuid,2,87,100,1740
4216594,3.13,De Pijp - Rivierenbuurt,1,120,100,720
3180371,3.13,Centrum-Oost,2,95,90,2280
3783232,3.13,Bos en Lommer,3,119,100,952
3198602,3.13,De Baarsjes - Oud-West,5,400,88,36000
3827634,3.13,De Pijp - Rivierenbuurt,4,200,97,5600
3184089,3.13,De Baarsjes - Oud-West,2,130,99,3900
4875805,3.13,Centrum-Oost,1,120,100,240
3184643,3.13,De Baarsjes - Oud-West,1,129,99,11610
3187827,3.12,Centrum-West,2,150,93,2700
3188143,3.12,IJburg - Zeeburgereiland,4,99,94,2772
3188372,3.12,Slotervaart,2,100,87,22800
4773154,3.12,Noord-Oost,1,95,100,570
3191870,3.12,Oud-Oost,2,99,90,1188
4801007,3.12,Westerpark,2,104,80,208
3200161,3.12,Westerpark,1,100,96,4000
5265034,3.12,De Baarsjes - Oud-West,1,95,80,190
3204411,3.12,Centrum-Oost,4,175,100,4200
3211321,3.12,De Baarsjes - Oud-West,2,100,96,5200
3955446,3.12,De Baarsjes - Oud-West,1,65,100,1040
3428947,3.12,Oud-Oost,2,88,96,1760
3275215,3.12,Zuid,3,399,90,3192
4763633,3.11,Bos en Lommer,2,60,85,960
3583322,3.11,Oud-Oost,3,200,97,5600
3625179,3.11,Oud-Oost,3,80,96,7360
3213774,3.11,Zuid,2,74,96,9768
3837024,3.11,Buitenveldert - Zuidas,1,85,100,510
3291895,3.11,Centrum-West,3,199,86,10348
3222146,3.11,Centrum-West,4,160,85,11520
3224057,3.11,Slotervaart,3,165,89,11550
3224028,3.11,De Pijp - Rivierenbuurt,2,110,100,440
3228769,3.11,Centrum-Oost,6,200,100,2000
3229023,3.11,Bos en Lommer,1,80,99,480
4159492,3.11,De Pijp - Rivierenbuurt,2,95,96,4180
4504711,3.11,De Baarsjes - Oud-West,1,100,100,400
3233235,3.11,Zuid,1,80,100,960
3234027,3.11,Zuid,3,116,84,12064
4914896,3.11,Oud-Noord,2,85,98,4930
3234748,3.11,Oud-Noord,1,65,91,11310
3234385,3.11,Centrum-West,1,170,100,1020
4715273,3.11,Geuzenveld - Slotermeer,1,48,80,96
3764512,3.11,Zuid,1,110,93,2640
3248938,3.11,Slotervaart,1,54,80,108
4239772,3.11,Centrum-West,4,230,100,4140
3245433,3.11,De Pijp - Rivierenbuurt,1,110,100,1760
3248235,3.11,De Baarsjes - Oud-West,1,89,93,5340
3253235,3.1,Westerpark,1,75,100,300
4544723,3.1,De Pijp - Rivierenbuurt,1,92,80,184
3381570,3.1,Buitenveldert - Zuidas,2,69,91,5106
3422742,3.1,Centrum-West,2,95,94,6460
3407896,3.1,Westerpark,4,99,89,2772
3320343,3.1,Oud-Noord,2,75,100,900
3623618,3.1,De Pijp - Rivierenbuurt,1,90,96,1800
4340105,3.1,Westerpark,1,120,100,480
3280657,3.1,De Pijp - Rivierenbuurt,2,165,93,2970
3280939,3.1,Zuid,6,270,100,2160
3352506,3.1,Centrum-Oost,1,179,93,1074
3399490,3.09,Centrum-West,2,130,98,4680
3285009,3.09,De Pijp - Rivierenbuurt,1,70,89,7840
4385071,3.09,De Baarsjes - Oud-West,1,150,97,4200
3286293,3.09,Centrum-Oost,3,400,98,40000
3929844,3.09,De Baarsjes - Oud-West,2,95,94,7600
4271771,3.09,Westerpark,1,85,100,680
3390543,3.09,De Pijp - Rivierenbuurt,9,300,93,31200
5334996,3.09,De Baarsjes - Oud-West,2,179,100,5012
4011327,3.09,Centrum-West,2,200,96,27200
3289935,3.09,Centrum-West,1,150,97,4200
4697911,3.09,Noord-Oost,6,100,100,1200
3761686,3.09,Watergraafsmeer,2,99,93,4356
3295641,3.09,Centrum-Oost,1,75,75,2400
3301942,3.09,Centrum-Oost,3,138,79,20976
3302435,3.09,Centrum-West,1,98,85,4704
3307124,3.09,Oostelijk Havengebied - Indische Buurt,1,70,91,4200
3309416,3.09,De Baarsjes - Oud-West,3,180,89,11880
3309146,3.09,De Pijp - Rivierenbuurt,2,249,100,498
3310191,3.09,Centrum-Oost,3,200,100,1200
3313678,3.08,De Pijp - Rivierenbuurt,1,60,91,2880
4831179,3.08,Centrum-West,2,149,95,4768
3321175,3.08,Centrum-Oost,2,55,87,330
3322840,3.08,Zuid,4,225,95,3600
3323395,3.08,Oud-Noord,1,148,100,5920
3324020,3.08,De Pijp - Rivierenbuurt,2,180,100,8640
3329896,3.08,Oud-Noord,1,170,100,4080
3328384,3.08,IJburg - Zeeburgereiland,4,121,100,2420
3329045,3.08,Westerpark,2,180,100,1080
3329357,3.08,Westerpark,2,175,90,7000
3330920,3.08,De Pijp - Rivierenbuurt,2,120,93,26640
3974283,3.08,De Pijp - Rivierenbuurt,1,110,100,1320
5229493,3.08,Buitenveldert - Zuidas,2,60,92,600
3337881,3.08,Oostelijk Havengebied - Indische Buurt,1,139,93,5004
3335705,3.08,Oud-Oost,1,73,92,1460
3969516,3.08,De Pijp - Rivierenbuurt,1,105,100,210
3339827,3.08,Geuzenveld - Slotermeer,2,60,75,960
3339868,3.08,Centrum-Oost,2,120,90,1440
3729804,3.08,Zuid,1,95,100,760
3342050,3.08,Westerpark,1,75,100,4500
3343070,3.08,Centrum-Oost,3,99,91,3960
3345451,3.07,Zuid,2,80,90,640
3346394,3.07,Oud-Oost,1,99,90,792
3347583,3.07,Centrum-Oost,2,80,98,17280
3347595,3.07,Centrum-West,4,250,90,3000
3347638,3.07,Westerpark,1,89,91,4984
3348104,3.07,Oud-Oost,1,85,90,4080
3357494,3.07,Oud-Oost,2,130,96,7280
3352034,3.07,Centrum-West,1,99,95,26730
3352657,3.07,Bos en Lommer,1,95,97,1140
3365308,3.07,De Baarsjes - Oud-West,1,98,94,1372
3357259,3.07,Centrum-West,5,210,90,1680
3357915,3.07,Centrum-West,3,114,96,2280
3358926,3.07,Watergraafsmeer,3,120,97,22080
3363201,3.07,Watergraafsmeer,2,125,100,1000
3407215,3.07,De Baarsjes - Oud-West,1,90,100,3600
4986059,3.07,Centrum-West,1,150,98,5400
3367321,3.07,De Baarsjes - Oud-West,1,75,83,4500
3368163,3.07,Centrum-Oost,1,150,80,600
3368828,3.07,Buitenveldert - Zuidas,2,100,91,7400
3368819,3.07,Centrum-Oost,1,58,100,3248
3369806,3.07,De Baarsjes - Oud-West,2,115,80,920
4772236,3.07,Oud-Oost,2,120,100,480
3376088,3.07,De Baarsjes - Oud-West,10,299,100,8372
3376707,3.07,Centrum-West,1,82,92,1640
3430456,3.07,De Baarsjes - Oud-West,1,100,90,1000
3381145,3.06,De Baarsjes - Oud-West,2,150,95,1200
3387309,3.06,Centrum-West,1,105,88,1050
3381722,3.06,Westerpark,1,64,85,8448
3436478,3.06,Westerpark,1,75,63,3600
3481502,3.06,Centrum-West,1,75,86,8400
3381959,3.06,Centrum-West,3,135,93,41310
3744446,3.06,Centrum-Oost,1,70,100,840
3383408,3.06,Centrum-West,1,70,93,8400
3744503,3.06,Centrum-Oost,1,70,98,2240
3385173,3.06,Noord-West,5,250,100,8000
3387930,3.06,De Pijp - Rivierenbuurt,2,225,96,12600
3397106,3.06,De Baarsjes - Oud-West,2,95,97,5700
4338573,3.06,De Pijp - Rivierenbuurt,1,95,93,760
3392791,3.06,Centrum-West,2,120,85,960
4610781,3.06,Centrum-West,5,230,92,4600
4281645,3.06,Centrum-West,1,95,83,5320
4255468,3.06,Centrum-Oost,1,90,95,1440
4177102,3.06,Oostelijk Havengebied - Indische Buurt,1,55,91,4400
3893888,3.06,Oud-Oost,2,150,92,3000
3407821,3.05,Centrum-Oost,1,80,96,800
3846837,3.05,Zuid,1,95,95,7600
3508800,3.05,De Pijp - Rivierenbuurt,2,80,93,5600
3413582,3.05,De Baarsjes - Oud-West,1,109,80,1962
4800839,3.05,De Baarsjes - Oud-West,2,98,89,4116
3414514,3.05,Oud-Noord,1,91,91,2366
3823159,3.05,Centrum-West,1,109,100,654
3420438,3.05,Centrum-Oost,1,100,88,4800
3421103,3.05,Centrum-West,3,180,100,1440
3519214,3.05,De Baarsjes - Oud-West,1,59,94,3540
3428190,3.05,Centrum-Oost,5,159,98,6996
3480714,3.05,De Pijp - Rivierenbuurt,2,115,91,15640
3428641,3.05,Slotervaart,2,150,100,2100
3429535,3.05,Zuid,1,110,100,2200
3700648,3.05,De Baarsjes - Oud-West,1,105,87,1890
3431653,3.05,Oud-Oost,1,85,93,3060
3435638,3.05,Centrum-West,8,294,98,29988
3436072,3.05,Westerpark,1,97,96,8536
3501833,3.05,Bos en Lommer,2,120,96,2160
3501167,3.05,Bos en Lommer,2,120,100,480
3437051,3.05,Bos en Lommer,1,60,91,2280
3437329,3.05,Watergraafsmeer,5,185,100,1110
3928186,3.05,Zuid,4,185,100,12210
3497636,3.05,Centrum-West,2,125,93,1500
3443219,3.04,Centrum-Oost,2,99,98,3960
3571870,3.04,Centrum-West,2,375,100,1500
3841579,3.04,Zuid,1,99,99,13860
3473297,3.04,IJburg - Zeeburgereiland,2,120,87,2880
3450484,3.04,De Baarsjes - Oud-West,1,75,95,1200
4382903,3.04,Slotervaart,1,80,95,1280
3452064,3.04,De Pijp - Rivierenbuurt,2,150,100,14400
3452556,3.04,Centrum-West,1,99,100,4950
3453582,3.04,De Baarsjes - Oud-West,1,150,98,8100
3459223,3.04,Centrum-Oost,3,97,94,20370
3519739,3.04,Westerpark,2,75,88,2250
3456645,3.04,Zuid,2,120,87,1440
3466962,3.04,De Baarsjes - Oud-West,6,300,93,31200
3460692,3.04,Zuid,3,150,95,4800
3795461,3.04,Westerpark,1,109,93,654
4162650,3.04,Westerpark,1,89,80,712
4234597,3.04,De Baarsjes - Oud-West,2,175,83,4200
3465890,3.04,Oud-Noord,3,95,90,5320
3602951,3.04,De Baarsjes - Oud-West,2,70,90,840
3466868,3.04,Centrum-West,3,130,92,7280
4175545,3.04,De Baarsjes - Oud-West,1,120,96,13440
3471547,3.03,Centrum-Oost,2,95,97,190
3473269,3.03,Centrum-West,2,100,87,10800
755982,3.03,Centrum-West,1,79,87,2844
4437570,3.03,De Pijp - Rivierenbuurt,8,160,80,1600
4812673,3.03,De Pijp - Rivierenbuurt,2,50,100,100
3725848,3.03,De Pijp - Rivierenbuurt,2,185,100,1480
3669756,3.03,Zuid,1,89,100,178
3482529,3.03,Oud-Noord,1,89,93,4272
3483681,3.03,Centrum-West,1,229,100,4580
3670016,3.03,Oud-Noord,3,80,95,4160
3486852,3.03,De Baarsjes - Oud-West,6,130,91,7280
4584315,3.03,De Pijp - Rivierenbuurt,4,200,100,800
3494249,3.03,De Pijp - Rivierenbuurt,4,230,92,22080
3924016,3.03,De Baarsjes - Oud-West,1,70,93,840
3497617,3.03,De Pijp - Rivierenbuurt,1,84,93,3024
3654875,3.03,Centrum-West,2,169,87,22984
3501084,3.03,Centrum-West,2,170,96,6800
3515905,3.03,Oud-Noord,6,60,86,3000
3919832,3.03,Zuid,4,295,96,11800
4181900,3.03,Bos en Lommer,1,95,94,3800
3510483,3.02,Oud-Noord,3,85,96,9180
3510411,3.02,Oud-Noord,1,99,98,3168
3517600,3.02,Centrum-West,1,129,80,4128
3535805,3.02,Centrum-West,1,75,89,18600
3520841,3.02,Oud-Noord,3,110,80,440
3521399,3.02,Watergraafsmeer,2,100,92,2800
3588453,3.02,Slotervaart,2,99,100,990
3528098,3.02,De Baarsjes - Oud-West,1,90,93,2880
3530783,3.02,Westerpark,1,95,100,1330
3530929,3.02,De Aker - Nieuw Sloten,4,84,87,1008
3535268,3.02,De Baarsjes - Oud-West,1,90,100,360
3536467,3.02,Centrum-West,1,100,90,1200
3752889,3.02,Westerpark,1,110,100,880
3537497,3.02,Centrum-West,1,220,100,5280
3538236,3.02,De Pijp - Rivierenbuurt,2,179,90,8592
3539616,3.02,Noord-Oost,3,85,87,1020
4267768,3.02,Centrum-West,3,150,80,1200
5013142,3.02,Centrum-West,2,109,100,218
3545238,3.01,Centrum-West,1,89,98,2314
3732526,3.01,Westerpark,1,80,89,4480
3549007,3.01,Westerpark,1,110,96,3300
3744024,3.01,Oostelijk Havengebied - Indische Buurt,2,50,77,3000
3621625,3.01,Westerpark,1,75,74,5250
3557029,3.01,Bos en Lommer,2,125,100,1000
4877585,3.01,Centrum-West,2,90,90,1080
3560904,3.01,Noord-Oost,1,75,91,6300
3739928,3.01,Zuid,2,79,98,1264
4200646,3.01,De Pijp - Rivierenbuurt,2,95,93,9120
3569989,3.01,Bos en Lommer,4,115,100,2070
3572825,3,Westerpark,4,100,84,4000
4432969,3,Centrum-Oost,7,240,100,10080
3572884,3,Centrum-West,6,180,100,7200
4462332,3,Centrum-West,6,200,100,2000
3757688,3,Westerpark,2,315,96,11340
3573121,3,Centrum-West,3,300,87,23400
3574360,3,Centrum-West,1,119,93,5236
3740845,3,De Baarsjes - Oud-West,1,80,97,5120
4052229,3,Centrum-Oost,2,130,100,5460
3622746,3,Centrum-West,2,130,93,31980
3854960,3,Westerpark,1,90,92,900
3858490,3,De Baarsjes - Oud-West,1,119,80,952
3581389,3,De Pijp - Rivierenbuurt,1,115,95,1840
3582238,3,Westerpark,1,60,80,120
5201639,3,Oud-Oost,2,169,100,2028
4707968,3,De Baarsjes - Oud-West,2,140,100,560
3586614,3,De Pijp - Rivierenbuurt,1,142,98,2840
3915084,3,Oostelijk Havengebied - Indische Buurt,1,125,98,2250
3894575,3,Bos en Lommer,1,94,96,6768
3589859,3,De Pijp - Rivierenbuurt,2,120,60,480
3967358,3,Bos en Lommer,1,120,93,1440
3591740,3,Centrum-Oost,2,89,88,3560
3592814,3,Zuid,3,65,88,3770
3595800,3,De Aker - Nieuw Sloten,1,68,86,1360
3736378,3,Bos en Lommer,1,110,88,5280
3597594,3,Bos en Lommer,1,59,97,16048
3650815,3,Westerpark,2,130,93,4680
3837731,3,Osdorp,1,90,100,540
4953204,3,Bos en Lommer,2,109,90,872
3600340,3,Buitenveldert - Zuidas,1,119,94,4998
4067262,3,Centrum-Oost,1,70,87,420
5427271,3,Centrum-West,1,135,100,810
5735100,2.99,De Baarsjes - Oud-West,1,125,100,500
3610722,2.99,De Baarsjes - Oud-West,2,151,96,3020
3614441,2.99,Centrum-West,1,109,92,14388
4293809,2.99,Centrum-West,7,300,87,12600
4605533,2.99,Centrum-West,2,174,87,3132
3620934,2.99,Zuid,1,98,80,7056
3627432,2.99,Bos en Lommer,3,80,93,960
3635761,2.99,Oud-Oost,1,120,93,1440
3637236,2.99,Westerpark,1,90,95,2520
3641710,2.99,De Baarsjes - Oud-West,3,125,80,1250
4647738,2.98,Slotervaart,4,115,90,3680
3649413,2.98,De Baarsjes - Oud-West,1,110,90,880
3844947,2.98,Oostelijk Havengebied - Indische Buurt,2,80,92,6080
3649382,2.98,Zuid,4,80,88,2240
5478395,2.98,De Pijp - Rivierenbuurt,2,75,100,300
4001594,2.98,De Pijp - Rivierenbuurt,1,120,100,480
4864384,2.98,De Aker - Nieuw Sloten,1,49,87,588
5012728,2.98,De Aker - Nieuw Sloten,2,49,100,784
3653987,2.98,Zuid,1,142,88,2840
3658302,2.98,Zuid,1,95,100,2280
3659190,2.98,Zuid,3,140,97,7840
3659375,2.98,Oud-Oost,3,125,84,6750
4419007,2.98,Oud-Oost,2,99,80,594
4114640,2.98,Westerpark,1,125,90,500
3977479,2.98,De Pijp - Rivierenbuurt,4,110,100,1100
3664209,2.98,Bos en Lommer,1,69,100,138
3664531,2.98,Centrum-West,1,175,95,4200
3665311,2.98,De Pijp - Rivierenbuurt,1,55,87,330
3676048,2.98,Westerpark,3,125,100,2000
3669959,2.98,Oostelijk Havengebied - Indische Buurt,4,95,87,7600
3671171,2.98,Centrum-West,1,150,98,6600
3672275,2.98,Centrum-Oost,1,90,95,3600
3673223,2.98,Oostelijk Havengebied - Indische Buurt,1,50,92,500
3677223,2.98,Oud-Oost,2,100,93,600
3680258,2.97,De Baarsjes - Oud-West,1,99,96,2178
5084175,2.97,De Pijp - Rivierenbuurt,1,85,100,340
4984397,2.97,Centrum-West,1,99,100,198
4382332,2.97,De Baarsjes - Oud-West,4,95,93,570
3683817,2.97,De Pijp - Rivierenbuurt,2,110,92,11880
3686432,2.97,De Pijp - Rivierenbuurt,8,119,95,7616
4960813,2.97,De Pijp - Rivierenbuurt,3,50,96,1000
3690546,2.97,Zuid,1,70,92,8820
3690880,2.97,Centrum-Oost,1,125,98,10500
3691617,2.97,Centrum-West,1,150,90,600
3693024,2.97,Oud-Oost,2,111,100,444
3694961,2.97,Slotervaart,1,75,100,900
3757671,2.97,De Baarsjes - Oud-West,1,79,87,1106
3700218,2.97,Noord-West,1,70,96,3500
3696833,2.97,Centrum-West,1,75,91,2100
3697011,2.97,Centrum-West,2,180,100,3240
3699020,2.97,Centrum-West,1,115,88,2990
4717419,2.97,De Baarsjes - Oud-West,1,85,100,170
3702278,2.97,Bos en Lommer,1,50,80,100
3702456,2.97,De Baarsjes - Oud-West,2,80,72,2880
3738116,2.97,De Baarsjes - Oud-West,1,55,100,220
3728383,2.97,De Pijp - Rivierenbuurt,1,120,100,2400
3796246,2.97,Watergraafsmeer,4,115,86,1840
3708530,2.97,Oostelijk Havengebied - Indische Buurt,4,120,83,4320
4340625,2.97,Westerpark,1,125,100,5250
4871536,2.97,Bos en Lommer,1,120,100,240
3713939,2.97,Slotervaart,3,90,80,1080
4675704,2.96,Westerpark,4,85,97,2040
